,Draft Order,Player,2019 FantasyPoints,2020 FantasyPoints,2021 FantasyPoints,Production21,Average Total Production,2021 Tm,Pos,AVG,Prediction
261,261,Parris Campbell,38.1,9.0,22.0,32.6,23.73333333333333,IND,WR,253.0,88.80127524620991
262,262,Velus Jones Jr.,0.0,0.0,50.5,0.0,0.0,CHI,WR,276.0,88.61332222222218
263,263,Tyler Conklin,13.8,25.0,77.0,68.45945945945947,62.042042042042034,MIN,TE,306.0,88.1977851169139
264,264,Mo Alie-Cox,17.3,49.0,56.0,78.84057971014494,80.671170680324,IND,TE,291.5,88.06235252982418
265,265,Keaontay Ingram,0.0,0.0,15.7,0.0,0.0,ARI,RB,236.0,88.01593333333331
266,266,Rex Burkhead,101.1,83.0,79.0,64.0,61.63624595469256,HOU,RB,299.5,87.72685950659054
267,267,Trey McBride,0.0,0.0,29.8,0.0,0.0,ARI,TE,251.5,87.64999999999984
268,268,Byron Pringle,35.0,28.0,85.0,95.5,87.66031746031746,KAN,WR,318.0,87.11712984064563
269,269,Cam Newton,16.68,259.0,86.0,86.0,183.2222222,CAR,QB,0.0,86.0
270,270,Cooper Rush,0.0,0.0,24.0,85.0,28.33333333,DAL,QB,0.0,85.0
271,271,Josh Reynolds,61.9,72.0,52.0,61.23076923076923,74.63957971852709,2TM,WR,291.0,84.82712009416159
272,272,Case Keenum,103.48,2.0,29.0,66.42857143,87.07619048,CLE,QB,0.0,84.75713009
273,273,Bryan Edwards,0.0,25.0,75.0,98.752688172043,62.763716570168185,LVR,WR,318.0,84.10856054241836
274,274,Zay Jones,48.9,23.0,59.0,79.91452991452991,66.16023546170605,LVR,WR,305.0,83.87737362258153
275,275,Ricky Seals-Jones,58.9,0.0,39.0,44.9240506329114,45.1783872480075,WAS,TE,283.0,83.07156153429969
276,276,Jauan Jennings,0.0,0.0,58.0,74.06451612903226,24.688172043010752,SFO,WR,306.0,81.99560683902149
277,277,Taysom Hill,102.2,149.0,118.0,81.83333333,47.84027778,NOR,QB,222.0,81.83333333
278,278,Nick Westbrook-Ikhine,0.0,5.0,70.0,80.84210526315789,40.94736842105263,TEN,WR,317.5,81.42236111004873
279,279,Tyler Badie,0.0,0.0,12.9,0.0,0.0,BAL,RB,248.0,80.94999999999987
280,280,Abram Smith,0.0,0.0,13.9,0.0,0.0,NO,RB,250.0,80.44999999999987
281,281,Olamide Zaccheaus,20.5,33.0,59.0,83.17857142857143,95.45054945054945,ATL,WR,313.0,80.15936248098868
282,282,Antonio Brown,16.1,72.0,79.0,37.355769230769226,26.26137271347552,TAM,WR,309.0,78.44447320290357
283,283,Devontae Booker,12.6,69.0,104.0,72.7578947368421,80.11228070175439,NYG,RB,337.0,78.25761784419063
284,284,David Johnson,141.5,147.0,49.0,54.14678899082568,61.20214075144648,HOU,RB,300.0,78.23804926927275
285,285,Josiah Deguara,0.0,1.0,37.0,68.13793103448276,25.379310344827587,GNB,TE,301.0,77.5727708937091
286,286,Devonta Freeman,197.6,29.0,113.0,70.58285714285714,49.23878210536183,BAL,RB,342.0,77.12471413230443
287,287,Kenny Pickett,0.0,0.0,102.4,0.0,0.0,PIT,QB,265.5,76.94999999999987
288,288,Eno Benjamin,0.0,0.0,22.0,35.34146341463415,11.78048780487805,ARI,RB,280.5,76.47030726528403
289,289,Emmanuel Sanders,188.3,104.0,90.0,81.17543859649123,81.69002385695961,BUF,WR,336.0,76.19434561513934
290,290,Rashard Higgins,15.5,84.0,34.0,58.309859154929576,61.24061472455205,CLE,WR,298.0,75.72254725654341
291,291,Jelani Woods,0.0,0.0,34.2,0.0,0.0,IND,TE,280.0,75.60000000000012
292,292,Cade Otton,0.0,0.0,30.0,0.0,0.0,TB,TE,279.5,73.75
293,293,Pierre Strong Jr.,0.0,0.0,22.0,0.0,0.0,NE,RB,276.5,72.46165555555565
294,294,O.J. Howard,83.9,27.0,20.0,66.05714285714286,53.27115489874111,TAM,TE,299.0,72.30372457236271
295,295,Zack Moss,0.0,88.0,82.0,55.5546875,37.88489583333333,BUF,RB,334.0,71.83510595752529
296,296,Cole Beasley,180.8,126.0,77.0,57.23711340206186,67.42582802609023,BUF,WR,339.0,71.17105713373252
297,297,Jake Fromm,0.0,0.0,11.0,70.33333333,23.44444444,NYG,QB,0.0,70.33333333
298,298,Jonnu Smith,104.7,99.0,39.0,73.42465753424658,81.3256540956843,NWE,TE,315.0,70.13372489587799
299,299,Tyquan Thornton,0.0,0.0,14.1,0.0,0.0,NE,WR,272.5,69.30000000000013
300,300,Jordan Love,0.0,0.0,21.0,68.83333333,22.94444444,GNB,QB,402.0,68.83333333
301,301,Cam Sims,4.7,54.0,34.0,81.05263157894737,71.81754385964912,WAS,WR,319.0,68.19158814453206
302,302,Daniel Bellinger,0.0,0.0,37.1,0.0,0.0,NYG,TE,301.5,66.30000000000013
303,303,Nelson Agholor,92.0,138.0,66.0,72.32673267326733,73.85967062518218,NWE,WR,341.0,63.385598282813845
304,304,Quez Watkins,0.0,17.0,73.0,105.4,45.833333333333336,PHI,WR,362.0,63.38090702468959
305,305,Latavius Murray,157.2,113.0,94.0,61.72727272727273,69.68316703394223,BAL,RB,355.0,62.33869980838757
306,306,Zach Pascal,133.3,93.0,57.0,61.00934579439252,79.37946514295577,IND,WR,344.0,61.02589674273645
307,307,Kyle Allen,177.48,45.0,8.0,60.5,156.9487179,WAS,QB,0.0,60.5
308,308,Kyren Williams,0.0,0.0,14.7,0.0,0.0,LAR,RB,293.0,59.35000000000007
309,309,Brandon Bolden,50.9,0.0,83.0,115.89247311827955,73.82313206506755,NWE,RB,375.0,58.60662425889582
310,310,Kalif Raymond,29.5,18.0,84.0,81.74789915966386,86.66199813258636,DET,WR,373.0,58.237162915139976
311,311,Marquise Goodwin,38.1,0.0,37.0,73.03333333333333,42.70808080808081,CHI,WR,338.0,58.18352450553522
312,312,N'Keal Harry,39.4,41.0,16.0,64.94117647058823,47.88409586056645,NWE,WR,324.0,57.78214671646639
313,313,Greg Dulcich,0.0,0.0,28.9,0.0,0.0,DEN,TE,312.0,56.9499999999999
314,314,Jared Cook,167.5,90.0,84.0,69.37404580152672,80.3167399712611,LAC,TE,369.0,56.90842691368094
315,315,Ty Johnson,60.2,47.0,83.0,84.6896551724138,70.4147550338306,NYJ,RB,379.0,55.42036273270975
316,316,Desmond Ridder,0.0,0.0,80.5,0.0,0.0,ATL,QB,287.0,55.25
317,317,Kyle Philips,0.0,0.0,12.0,0.0,0.0,TEN,WR,303.0,53.0
318,318,T.Y. Hilton,125.1,108.0,51.0,55.66666666666666,59.22006427642824,IND,WR,348.0,52.5718040834056
319,319,Jaret Patterson,0.0,0.0,46.0,73.37974683544303,24.459915611814345,WAS,RB,357.0,52.05076313593766
320,320,Snoop Conner,0.0,0.0,11.9,0.0,0.0,JAC,RB,305.0,51.94999999999991
321,321,Jaelon Darden,0.0,0.0,5.0,27.0,9.0,TAM,WR,322.0,51.12051810741984
322,322,P.J. Walker,0.0,0.0,14.0,72.6,24.2,CAR,QB,0.0,50.9877381
323,323,Josh Gordon,73.7,0.0,9.0,20.842105263157897,28.15457562825984,KAN,WR,323.0,50.04777358129313
324,324,Jake Kumerow,39.9,8.0,3.0,52.5,71.6111111111111,BUF,WR,331.0,49.21229548998235
325,325,Jordan Howard,111.4,30.0,61.0,32.92307692307692,29.990719319666685,PHI,RB,351.0,48.86754665910905
326,326,Tre'Quan Smith,71.4,69.0,56.0,50.97560975609756,62.64949265771728,NOR,WR,365.0,47.75707838052693
327,327,Tommy Tremble,0.0,0.0,33.0,56.14545454545455,18.715151515151515,CAR,TE,356.0,46.47932477695768
328,328,Brian Hoyer,21.08,2.0,12.0,45.6,89.86666667,NWE,QB,0.0,45.6
329,329,Dan Arnold,32.7,66.0,41.0,51.58620689655172,57.98567343122696,2TM,TE,364.0,44.65215315258966
330,330,Derrick Gore,0.0,0.0,48.0,66.55000000000001,22.183333333333337,KAN,RB,371.0,43.44274321008645
331,331,Jake Funk,0.0,0.0,1.0,25.0,8.333333333333334,LAR,RB,335.0,42.98366841105568
332,332,Giovani Bernard,68.4,111.0,36.0,59.67567567567567,64.98114507950574,TAM,RB,367.0,42.70291067503386
333,333,David Blough,55.36,2.0,1.0,0.0,82.2,DET,QB,0.0,42.52441667
334,334,Jalen Nailor,0.0,0.0,5.8,0.0,0.0,MIN,WR,350.0,42.25049999999997
335,335,Calvin Austin III,0.0,0.0,20.6,0.0,0.0,PIT,WR,345.0,36.30000000000006
336,336,Juwan Johnson,0.0,4.0,40.0,65.2,28.23333333333333,NOR,TE,386.0,35.810789419981944
337,337,Tevin Coleman,135.4,9.0,41.0,44.55,42.30744873888586,NYJ,RB,377.0,35.63773583693602
338,338,Malik Willis,0.0,0.0,12.1,0.0,0.0,TEN,QB,316.0,35.02700000000004
339,339,Darius Slayton,170.0,91.0,43.0,50.76190476190476,70.87192868014786,NYG,WR,391.0,32.839854549346626
340,340,Breshad Perriman,138.1,69.0,22.0,34.13793103448276,63.86819923371648,TAM,WR,380.0,27.97505283852398
341,341,Dyami Brown,0.0,0.0,16.0,65.27027027027027,21.75675675675676,WAS,WR,390.0,27.13716837912365
342,342,Brandon Allen,32.5,50.0,14.0,25.16666667,127.9444444,CIN,QB,0.0,25.16666667
343,343,Jacob Eason,0.0,0.0,-1.0,25.0,8.333333333,IND,QB,0.0,25.0
344,344,Benny Snell Jr.,0.0,65.0,11.0,47.175,34.199666666666666,PIT,RB,394.0,21.49748178044716
345,345,Equanimeous St. Brown,0.0,18.0,11.0,56.0,43.66666666666666,GNB,WR,397.0,21.243973172891245
346,346,Chad Henne,0.0,24.0,3.0,20.5,34.61111111,KAN,QB,0.0,20.5
347,347,Chris Streveler,0.0,8.0,2.0,18.0,13.06666667,ARI,QB,0.0,18.0
349,349,Pharaoh Brown,4.7,28.0,15.0,45.0,55.03333333333333,HOU,TE,404.0,17.7856771144251
350,350,Kene Nwangwu,0.0,0.0,19.0,42.77777777777778,14.25925925925926,MIN,RB,399.0,17.180954073314382
351,351,C.J. Beathard,0.0,52.0,2.0,16.5,49.55555556,JAX,QB,0.0,16.5
352,352,Isaiah Likely,0.0,0.0,26.7,0.0,0.0,BAL,TE,393.0,15.34999999999998
353,353,Sam Ehlinger,0.0,0.0,1.0,0.0,0.0,IND,QB,0.0,14.12358333
354,354,Khalil Shakir,0.0,0.0,16.8,0.0,0.0,BUF,WR,385.0,13.906000000000011
355,355,Ryan Fitzpatrick,239.46,153.0,1.0,13.0,161.1259259,WAS,QB,0.0,13.0
356,356,Anthony McFarland Jr.,0.0,17.0,1.0,7.0,16.91269841269841,PIT,RB,395.0,11.311408175857508
357,357,Blaine Gabbert,0.0,15.0,2.0,11.16666667,15.80555556,TAM,QB,0.0,9.679833333
358,358,Danny Gray,0.0,0.0,15.9,0.0,0.0,SF,WR,396.0,8.450000000000014
359,359,Mitchell Trubisky,200.82,154.0,8.0,7.166666667,141.5333333,BUF,QB,0.0,7.166666667
360,360,Nathan Peterman,0.0,2.0,0.0,0.0,8.333333333,LVR,QB,0.0,5.523333333
361,361,Kellen Mond,0.0,0.0,0.0,5.0,1.666666667,MIN,QB,0.0,5.0
362,362,Josh Rosen,17.98,0.0,-3.0,4.75,33.13888889,ATL,QB,0.0,4.75
363,363,John Wolford,0.0,13.0,-2.0,1.666666667,77.55555556,LAR,QB,0.0,1.666666667
364,364,Marcus Mariota,85.02,26.0,15.0,0.4,133.4190476,LVR,QB,269.0,0.4
365,365,Kurt Benkert,0.0,0.0,0.0,0.0,0.0,GNB,QB,0.0,0.0
366,366,Chase Daniel,26.0,12.0,0.0,0.0,70.75,LAC,QB,0.0,0.0
367,367,Brett Rypien,0.0,11.0,0.0,0.0,33.0,DEN,QB,0.0,0.0
368,368,Davis Webb,0.0,0.0,0.0,0.0,0.0,BUF,QB,0.0,0.0
369,369,Feleipe Franks,0.0,0.0,-1.0,0.0,0.0,ATL,QB,0.0,0.0
370,370,Logan Woodside,0.0,1.0,-1.0,0.0,0.388888889,TEN,QB,0.0,0.0
